IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
053595-18042023,2023-04-18,2023,03:37:49,3,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,,NW10,0,20202182,E09000005,BRENT,Brent,E05013501,HARLESDEN & KENSAL GREEN,HARLESDEN & KENSAL GREEN,,,521950,183150,,,London,Park Royal,398.0,Park Royal,,,1.0,1.0,1,60,388,1.0
184865-25112023,2023-11-25,2023,08:27:01,8,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,SW20 8JX,SW20,48082742,22103623,E09000024,MERTON,Merton,E05013829,WIMBLEDON TOWN & DUNDONALD,WIMBLEDON TOWN & DUNDONALD,524344.0,169360.0,524350,169350,51.4096390003,-0.2135038896,London,Wimbledon,195.0,Wimbledon,,,1.0,1.0,1,60,388,1.0
036938-15032023,2023-03-15,2023,09:37:08,9,False Alarm,AFA,,Non Residential,Converted office ,Within same building,SE21 7AD,SE21,200003435179,22501015,E09000028,SOUTHWARK,Southwark,E05011100,DULWICH VILLAGE,DULWICH VILLAGE,533056.0,173584.0,533050,173550,51.445629861,-0.0867262547,London,West Norwood,421.0,West Norwood,,,1.0,1.0,1,60,364,1.0
084494-12062023,2023-06-12,2023,02:14:31,2,Special Service,Special Service,Effecting entry/exit,Dwelling,Self contained Sheltered Housing ,Within same building,,NW3,0,20400301,E09000007,CAMDEN,Camden,E05013658,GOSPEL OAK,GOSPEL OAK,,,527450,185050,,,London,Kentish Town,366.0,Kentish Town,,,1.0,1.0,1,60,388,1.0
034523-10032023,2023-03-10,2023,16:43:39,16,False Alarm,AFA,,Other Residential,Student Hall of Residence ,Correct incident location,SE10 0FQ,SE10,10010227514,20801699,E09000011,GREENWICH,Greenwich,E05014082,GREENWICH PENINSULA,GREENWICH PENINSULA,539791.0,179328.0,539750,179350,51.4956255107,0.0123945414,London,East Greenwich,281.0,East Greenwich,486.0,Deptford,4.0,5.0,5,91,552,1.0
036899-15032023,2023-03-15,2023,06:15:45,6,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,RM6,0,19900123,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014071,WHALEBONE,WHALEBONE,,,547850,187850,,,London,Dagenham,377.0,Dagenham,,,1.0,1.0,1,60,364,1.0
156615-08102023,2023-10-08,2023,21:35:33,21,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,BR6,0,20300931,E09000006,BROMLEY,Bromley,E05014006,ST. MARY CRAY,ST. MARY CRAY,,,546450,166650,,,London,Orpington,298.0,Orpington,298.0,Orpington,1.0,2.0,2,60,388,1.0
072439-23052023,2023-05-23,2023,19:42:12,19,False Alarm,AFA,,Non Residential,Converted office ,Correct incident location,N5 1JG,N5,5300024558,21604608,E09000019,ISLINGTON,Islington,E05013704,HIGHBURY,HIGHBURY,531703.0,184812.0,531750,184850,51.546842,-0.102008,London,Islington,186.0,Islington,333.0,Holloway,2.0,2.0,2,60,388,1.0
185422-26112023,2023-11-26,2023,01:08:12,1,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,N16 9EY,N16,10008238517,20900258,E09000012,HACKNEY,Hackney,E05009369,CLISSOLD,CLISSOLD,532842.0,186086.0,532850,186050,51.5580236292,-0.0851062746,London,Stoke Newington,256.0,Stoke Newington,,,1.0,1.0,1,60,388,1.0
154483-05102023,2023-10-05,2023,08:53:44,8,Fire,Secondary Fire,,Outdoor Structure,Fence,Correct incident location,TN16 3BB,TN16,10070019823,20302882,E09000006,BROMLEY,Bromley,E05013989,BIGGIN HILL,BIGGIN HILL,542125.0,158562.0,542150,158550,51.3084380777,0.03768628,London,Biggin Hill,240.0,Biggin Hill,,,1.0,1.0,1,60,388,1.0
137139-07092023,2023-09-07,2023,10:10:40,10,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,CR4,0,22103995,E09000024,MERTON,Merton,E05013814,FIGGE'S MARSH,FIGGE'S MARSH,,,527850,169450,,,London,Mitcham,539.0,Norbury,,,2.0,2.0,1,60,388,1.0
145491-20092023,2023-09-20,2023,07:49:44,7,False Alarm,AFA,,Non Residential,Warehouse ,Correct incident location,DA14 5BN,DA14,10070021582,20100485,E09000006,BROMLEY,Bromley,E05014007,ST. PAUL'S CRAY,ST. PAUL'S CRAY,547567.0,170265.0,547550,170250,51.4122157872,0.1205476117,London,Sidcup,358.0,Sidcup,,,1.0,1.0,1,60,388,1.0
198065-17122023,2023-12-17,2023,10:22:43,10,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,HA9,0,20202617,E09000005,BRENT,Brent,E05013515,WEMBLEY HILL,WEMBLEY HILL,,,518750,186150,,,London,Wembley,239.0,Wembley,281.0,Wembley,1.0,2.0,2,60,388,1.0
189360-02122023,2023-12-02,2023,15:59:58,15,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE13,0,22001650,E09000023,LEWISHAM,Lewisham,E05013725,LADYWELL,LADYWELL,,,538150,174650,,,London,Lewisham,191.0,Lewisham,364.0,Lee Green,2.0,2.0,2,60,388,1.0
141773-14092023,2023-09-14,2023,08:40:59,8,False Alarm,AFA,,Non Residential,Hospital ,Correct incident location,DA14 6LT,DA14,100022918973,20100583,E09000004,BEXLEY,Bexley,E05011230,SIDCUP,SIDCUP,546235.0,170987.0,546250,170950,51.4190450382,0.1017038285,London,Sidcup,220.0,Sidcup,242.0,Sidcup,1.0,2.0,2,60,388,1.0
168149-28102023,2023-10-28,2023,02:41:35,2,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,DA6 7HY,DA6,100020217776,20101479,E09000004,BEXLEY,Bexley,E05011219,BEXLEYHEATH,BEXLEYHEATH,549027.0,174978.0,549050,174950,51.4541752531,0.1435130738,London,Bexley,309.0,Bexley,,,1.0,1.0,1,60,388,1.0
073410-25052023,2023-05-25,2023,16:02:36,16,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,,N18,0,20704404,E09000010,ENFIELD,Enfield,E05013694,UPPER EDMONTON,UPPER EDMONTON,,,534950,192150,,,London,Edmonton,482.0,Tottenham,,,1.0,1.0,1,60,388,2.0
169895-31102023,2023-10-31,2023,08:47:35,8,False Alarm,False alarm - Good intent,,Road Vehicle,Car ,In street outside gazetteer location,DA6 7PY,DA6,10023303168,20100628,E09000004,BEXLEY,Bexley,E05011219,BEXLEYHEATH,BEXLEYHEATH,549936.0,174455.0,549950,174450,51.4492422709,0.1563578763,London,Bexley,445.0,Erith,,,1.0,1.0,1,60,388,1.0
103209-11072023,2023-07-11,2023,08:43:45,8,False Alarm,AFA,,Non Residential,Medical/health centre,Correct incident location,CR0 0JA,CR0,200001205431,20501802,E09000008,CROYDON,Croydon,E05011471,NEW ADDINGTON SOUTH,NEW ADDINGTON SOUTH,538117.0,162347.0,538150,162350,51.3434344345,-0.0183159201,London,Addington,184.0,Addington,,,1.0,1.0,1,60,388,1.0
066667-13052023,2023-05-13,2023,04:30:17,4,False Alarm,AFA,,Non Residential,TV/film/music/art studio ,Correct incident location,E8 3QW,E8,10008344465,20900855,E09000012,HACKNEY,Hackney,E05009381,LONDON FIELDS,LONDON FIELDS,534766.0,184462.0,534750,184450,51.5429800988,-0.0579834644,London,Homerton,325.0,Bethnal Green,,,1.0,1.0,1,60,388,2.0
190792-04122023,2023-12-04,2023,23:48:09,23,False Alarm,False alarm - Malicious,,Dwelling,House - single occupancy ,Correct incident location,,E15,0,22201676,E09000025,NEWHAM,Newham,E05013924,STRATFORD,STRATFORD,,,538550,183750,,,London,Stratford,564.0,Stratford,,,1.0,1.0,1,60,388,1.0
121363-11082023,2023-08-11,2023,19:32:13,19,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,KT6,0,21800037,E09000021,KINGSTON UPON THAMES,Kingston Upon thames,E05013943,ST. MARK'S & SEETHING WELLS,ST. MARK'S & SEETHING WELLS,,,518250,167650,,,London,Surbiton,194.0,Surbiton,398.0,Kingston,4.0,4.0,4,60,388,1.0
056603-24042023,2023-04-24,2023,11:04:12,11,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,N19,0,21602812,E09000019,ISLINGTON,Islington,E05013712,TOLLINGTON,TOLLINGTON,,,530250,186550,,,London,Holloway,285.0,Holloway,,,1.0,1.0,1,60,388,1.0
017694-04022023,2023-02-04,2023,22:18:08,22,False Alarm,AFA,,Non Residential,Food and drink processing,Within same building,SW8 3QJ,SW8,100023384109,22900661,E09000032,WANDSWORTH,Wandsworth,E05014019,SHAFTESBURY & QUEENSTOWN,SHAFTESBURY & QUEENSTOWN,528644.0,176448.0,528650,176450,51.4723854,-0.149139,London,Clapham,219.0,Clapham,,,1.0,1.0,1,60,364,1.0
166062-24102023,2023-10-24,2023,11:16:07,11,False Alarm,AFA,,Non Residential,Other private non-residential building ,Within same building,,SW1A,0,8400683,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,,,529250,180150,,,London,Soho,309.0,Soho,,,1.0,1.0,1,60,388,1.0
133067-31082023,2023-08-31,2023,22:51:08,22,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,DA8,0,20101569,E09000004,BEXLEY,Bexley,E05011225,ERITH,ERITH,,,551250,178250,,,London,Erith,199.0,Erith,,,1.0,1.0,1,60,388,1.0
180774-18112023,2023-11-18,2023,01:17:41,1,Fire,Primary Fire,,Road Vehicle,Van ,In street outside gazetteer location,SE25 6TN,SE25,100020655880,20501349,E09000008,CROYDON,Croydon,E05011486,THORNTON HEATH,THORNTON HEATH,532899.0,168563.0,532850,168550,51.4005414179,-0.0908721977,London,Woodside,347.0,West Norwood,397.0,Woodside,2.0,2.0,2,122,789,6.0
063325-06052023,2023-05-06,2023,18:32:07,18,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E15,0,22200032,E09000025,NEWHAM,Newham,E05013917,MARYLAND,MARYLAND,,,539050,185550,,,London,Leytonstone,440.0,Homerton,442.0,Homerton,1.0,2.0,2,63,407,1.0
133517-01092023,2023-09-01,2023,17:59:12,17,False Alarm,AFA,,Non Residential,Warehouse ,Within same building,NW10 7LQ,NW10,12163181,20602409,E09000009,EALING,Ealing,E05013527,NORTH ACTON,NORTH ACTON,520334.0,182335.0,520350,182350,51.5271189834,-0.2667230519,London,Park Royal,242.0,Park Royal,,,1.0,1.0,1,60,388,1.0
104638-13072023,2023-07-13,2023,18:03:49,18,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,UB6 0PX,UB6,12078472,20601898,E09000009,EALING,Ealing,E05013528,NORTH GREENFORD,NORTH GREENFORD,516753.0,184823.0,516750,184850,51.5502349697,-0.31749081,London,Wembley,394.0,Wembley,,,1.0,1.0,1,60,388,1.0
202051-24122023,2023-12-24,2023,13:29:27,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW1,0,20400503,E09000007,CAMDEN,Camden,E05013664,KENTISH TOWN SOUTH,KENTISH TOWN SOUTH,,,528850,184650,,,London,Kentish Town,585.0,Holloway,,,1.0,1.0,1,60,388,1.0
117235-04082023,2023-08-04,2023,10:40:10,10,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW1,0,20400784,E09000007,CAMDEN,Camden,E05013669,ST. PANCRAS & SOMERS TOWN,ST. PANCRAS & SOMERS TOWN,,,529450,183450,,,London,Euston,228.0,Euston,,,1.0,1.0,1,60,388,1.0
044685-31032023,2023-03-31,2023,12:31:02,12,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SM4,0,22102316,E09000024,MERTON,Merton,E05013811,CANNON HILL,CANNON HILL,,,524050,168050,,,London,New Malden,435.0,Mitcham,644.0,Sutton,2.0,2.0,2,60,364,1.0
088721-18062023,2023-06-18,2023,02:54:13,2,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,TW4,0,22407134,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013781,HEATHFIELD,HEATHFIELD,,,512350,173450,,,London,Twickenham,491.0,Feltham,,,1.0,1.0,1,60,388,1.0
038069-17032023,2023-03-17,2023,16:32:58,16,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SE13,0,22005579,E09000023,LEWISHAM,Lewisham,E05013727,LEWISHAM CENTRAL,LEWISHAM CENTRAL,,,538150,175850,,,London,Lewisham,292.0,Lewisham,,,1.0,1.0,1,60,364,1.0
018422-06022023,2023-02-06,2023,11:30:29,11,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SW7,0,21700401,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009389,BROMPTON & HANS TOWN,BROMPTON & HANS TOWN,,,526950,178750,,,London,Chelsea,91.0,Chelsea,,,1.0,1.0,1,60,364,1.0
028597-26022023,2023-02-26,2023,14:21:55,14,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,N8 7BY,N8,100021229091,21103974,E09000014,HARINGEY,Haringey,E05013593,HORNSEY,HORNSEY,530629.0,189245.0,530650,189250,51.5869364196,-0.1158364109,London,Hornsey,527.0,Hornsey,,,1.0,1.0,1,60,364,1.0
204262-28122023,2023-12-28,2023,16:06:35,16,Special Service,Special Service,Hazardous Materials incident,Dwelling,House - single occupancy ,Correct incident location,,E12,0,22200245,E09000025,NEWHAM,Newham,,,,,,542750,184550,,,London,East Ham,467.0,East Ham,,,1.0,1.0,1,60,388,1.0
181885-20112023,2023-11-20,2023,02:26:04,2,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SE18,0,20800757,E09000011,GREENWICH,Greenwich,E05014089,SHOOTERS HILL,SHOOTERS HILL,,,543550,177450,,,London,Plumstead,399.0,Plumstead,399.0,Plumstead,1.0,2.0,2,60,388,2.0
008240-18012023,2023-01-18,2023,10:49:15,10,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,NW5,0,20401429,E09000007,CAMDEN,Camden,E05013660,HAVERSTOCK,HAVERSTOCK,,,527850,185050,,,London,Kentish Town,680.0,Kentish Town,,,1.0,1.0,1,60,364,1.0
148722-25092023,2023-09-25,2023,14:08:17,14,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E7,0,22207693,E09000025,NEWHAM,Newham,E05013912,FOREST GATE SOUTH,FOREST GATE SOUTH,,,539650,185050,,,London,Stratford,2.0,Stratford,,,1.0,1.0,1,60,388,1.0
113617-29072023,2023-07-29,2023,00:42:31,0,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,W2,0,8400602,E09000033,WESTMINSTER,Westminster,E05013796,HYDE PARK,HYDE PARK,,,527050,180950,,,London,Paddington,339.0,Paddington,,,1.0,1.0,1,60,388,1.0
161201-16102023,2023-10-16,2023,07:56:28,7,False Alarm,AFA,,Non Residential,Indoor Market ,Correct incident location,W1B 5AR,W1B,10033618200,8401349,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529412.0,180714.0,529450,180750,51.5105436,-0.136534,London,Soho,187.0,Soho,,,1.0,1.0,1,60,388,1.0
049595-09042023,2023-04-09,2023,23:19:48,23,False Alarm,False alarm - Good intent,,Road Vehicle,Car ,In street outside gazetteer location,SE13 6RT,SE13,200000556765,22001560,E09000023,LEWISHAM,Lewisham,E05013724,HITHER GREEN,HITHER GREEN,538691.0,174243.0,538650,174250,51.450201762,-0.0054333441,London,Lewisham,215.0,Lewisham,,,1.0,1.0,1,60,388,1.0
118463-06082023,2023-08-06,2023,16:19:15,16,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W13,0,20605003,E09000009,EALING,Ealing,E05013541,WALPOLE,WALPOLE,,,516650,180250,,,London,Ealing,193.0,Ealing,,,1.0,1.0,1,60,388,1.0
126551-20082023,2023-08-20,2023,19:43:32,19,False Alarm,AFA,,Non Residential,Other education establishment,Correct incident location,N14 6BS,N14,207022873,20701608,E09000010,ENFIELD,Enfield,E05013692,SOUTHGATE,SOUTHGATE,529738.0,193943.0,529750,193950,51.6293552782,-0.1269472303,London,Southgate,118.0,Southgate,,,1.0,1.0,1,60,388,1.0
197045-15122023,2023-12-15,2023,16:33:26,16,Special Service,Special Service,Effecting entry/exit,Other Residential,Nursing/Care Home/Hospice,Within same building,SW9 0BB,SW9,100021914186,21901535,E09000022,LAMBETH,Lambeth,E05014096,BRIXTON NORTH,BRIXTON NORTH,531125.0,176177.0,531150,176150,51.4693829515,-0.1135384399,London,Brixton,187.0,Brixton,,,1.0,1.0,1,79,511,1.0
055067-21042023,2023-04-21,2023,08:55:05,8,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N1,0,21610125,E09000019,ISLINGTON,Islington,E05013711,ST. PETER'S & CANALSIDE,ST. PETER'S & CANALSIDE,,,532250,183450,,,London,Islington,371.0,Shoreditch,475.0,Euston,4.0,4.0,4,63,407,2.0
104870-14072023,2023-07-14,2023,00:28:07,0,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,UB3 4NS,UB3,100023416652,21401411,E09000017,HILLINGDON,Hillingdon,E05013576,PINKWELL,PINKWELL,510163.0,178828.0,510150,178850,51.4976682715,-0.4143696342,London,Hayes,297.0,Hayes,522.0,Heathrow,2.0,2.0,2,60,388,1.0
183915-23112023,2023-11-23,2023,15:59:48,15,False Alarm,AFA,,Non Residential,Converted office ,Correct incident location,SW19 7PA,SW19,48074501,22106762,E09000024,MERTON,Merton,E05013816,HILLSIDE,HILLSIDE,524597.0,170795.0,524550,170750,51.4224796361,-0.2093646383,London,Wimbledon,306.0,Wimbledon,,,1.0,1.0,1,60,388,1.0
050853-12042023,2023-04-12,2023,19:05:01,19,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,W6 9NA,W6,34007972,21000478,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,RAVENSCOURT,RAVENSCOURT,522084.0,178614.0,522050,178650,51.4933059112,-0.2427928946,London,Hammersmith,299.0,Chiswick,,,1.0,1.0,1,60,388,1.0
176778-11112023,2023-11-11,2023,13:56:26,13,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,UB7 7JY,UB7,10022797100,21401904,E09000017,HILLINGDON,Hillingdon,E05013581,WEST DRAYTON,WEST DRAYTON,506021.0,179760.0,506050,179750,51.5068385379,-0.4737387504,London,Hayes,349.0,Hayes,795.0,Heathrow,2.0,2.0,2,70,453,2.0
205399-30122023,2023-12-30,2023,21:32:53,21,False Alarm,AFA,,Non Residential,Infant/Primary school,Within same building,SW8 2TJ,SW8,100023384015,21901248,E09000022,LAMBETH,Lambeth,E05014117,VAUXHALL,VAUXHALL,530264.0,177482.0,530250,177450,51.4813062352,-0.1254557572,London,Lambeth,281.0,Lambeth,,,1.0,1.0,1,60,388,1.0
163322-19102023,2023-10-19,2023,18:50:39,18,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,,EN5,0,20016000,E09000003,BARNET,Barnet,E05013644,HIGH BARNET,HIGH BARNET,,,524750,196350,,,London,Barnet,110.0,Finchley,700.0,Mill Hill,2.0,2.0,2,60,388,1.0
069190-17052023,2023-05-17,2023,19:37:37,19,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E13,0,22200359,E09000025,NEWHAM,Newham,E05013920,PLAISTOW WEST & CANNING TOWN EAST,PLAISTOW WEST & CANNING TOWN EAST,,,540150,182250,,,London,Plaistow,177.0,Poplar,,,1.0,1.0,1,60,388,1.0
173203-05112023,2023-11-05,2023,16:27:10,16,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,N16,0,20900885,E09000012,HACKNEY,Hackney,E05009369,CLISSOLD,CLISSOLD,,,533150,186150,,,London,Stoke Newington,241.0,Stoke Newington,257.0,Stoke Newington,1.0,2.0,2,60,388,1.0
076516-30052023,2023-05-30,2023,13:43:29,13,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,NW1 7BY,NW1,5194681,20400642,E09000007,CAMDEN,Camden,E05013655,CAMDEN TOWN,CAMDEN TOWN,528637.0,184003.0,528650,184050,51.5402813821,-0.1464909201,London,Kentish Town,292.0,Euston,,,1.0,1.0,1,60,388,1.0
150323-28092023,2023-09-28,2023,01:37:29,1,Special Service,Special Service,Lift Release,Other Residential,Student Hall of Residence ,Correct incident location,SE10 9ED,SE10,10010220069,20801575,E09000011,GREENWICH,Greenwich,E05014080,GREENWICH CREEKSIDE,GREENWICH CREEKSIDE,538184.0,177747.0,538150,177750,51.4818054734,-0.0113572893,London,Greenwich,,,,,1.0,1.0,1,60,388,1.0
177105-12112023,2023-11-12,2023,00:23:08,0,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,NW1,0,20400532,E09000007,CAMDEN,Camden,E05013654,CAMDEN SQUARE,CAMDEN SQUARE,,,529950,184750,,,London,Kentish Town,352.0,Kentish Town,357.0,Holloway,2.0,2.0,2,60,388,1.0
020061-09022023,2023-02-09,2023,14:08:02,14,Special Service,Special Service,Animal assistance incidents,Outdoor Structure,Bridge,Railway land or rolling stock,W4 1NL,W4,10091693062,21590241,E09000018,HOUNSLOW,Hounslow,E05013610,CHISWICK HOMEFIELDS,CHISWICK HOMEFIELDS,521736.0,178817.0,521750,178850,51.4951992331,-0.2477325632,London,Chiswick,327.0,Hammersmith,,,1.0,1.0,1,60,364,1.0
200154-21122023,2023-12-21,2023,00:34:27,0,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE15,0,22500833,E09000028,SOUTHWARK,Southwark,E05011108,NUNHEAD & QUEEN'S ROAD,NUNHEAD & QUEEN'S ROAD,,,535250,176450,,,London,New Cross,196.0,New Cross,248.0,Peckham,2.0,2.0,2,60,388,1.0
107482-18072023,2023-07-18,2023,12:56:42,12,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,DA1 4BD,DA1,100023628092,20101606,E09000004,BEXLEY,Bexley,E05011222,CRAYFORD,CRAYFORD,551172.0,174731.0,551150,174750,51.4513895459,0.1742557155,London,Bexley,359.0,Bexley,384.0,Erith,2.0,2.0,2,60,388,1.0
176904-11112023,2023-11-11,2023,18:14:19,18,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,W10,0,21701020,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009404,ST. HELEN'S,ST. HELEN'S,,,523450,181550,,,London,North Kensington,210.0,North Kensington,445.0,Hammersmith,2.0,2.0,2,60,388,1.0
103550-11072023,2023-07-11,2023,20:35:20,20,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,SE18,0,20801186,E09000011,GREENWICH,Greenwich,E05014093,WOOLWICH COMMON,WOOLWICH COMMON,,,543950,177950,,,London,Plumstead,195.0,Plumstead,523.0,Erith,2.0,2.0,2,60,388,1.0
035766-13032023,2023-03-13,2023,02:54:32,2,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W6 0NB,W6,34145628,21001300,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013741,HAMMERSMITH BROADWAY,HAMMERSMITH BROADWAY,523224.0,178655.0,523250,178650,51.4934209266,-0.2263706158,London,Hammersmith,307.0,Hammersmith,,,1.0,1.0,1,60,364,1.0
013222-27012023,2023-01-27,2023,09:21:15,9,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Within same building,,RM10,0,19900141,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014063,HEATH,HEATH,,,549550,186350,,,London,Dagenham,184.0,Dagenham,,,1.0,1.0,1,60,364,1.0
103701-12072023,2023-07-12,2023,03:55:36,3,Special Service,Special Service,No action (not false alarm),Non Residential,Hospital ,Correct incident location,W2 1BL,W2,100023476722,8401036,E09000033,WESTMINSTER,Westminster,E05013796,HYDE PARK,HYDE PARK,526766.0,181426.0,526750,181450,51.5175417,-0.1743866,London,Paddington,305.0,Paddington,321.0,Paddington,1.0,2.0,2,132,854,1.0
080571-06062023,2023-06-06,2023,05:19:41,5,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,SM6,0,22605684,E09000029,SUTTON,Sutton,E05013771,WALLINGTON SOUTH,WALLINGTON SOUTH,,,528950,163750,,,London,Wallington,445.0,Croydon,,,1.0,1.0,1,80,517,1.0
114623-30072023,2023-07-30,2023,18:35:30,18,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,SW11,0,22900337,E09000032,WANDSWORTH,Wandsworth,E05014010,BATTERSEA PARK,BATTERSEA PARK,,,528550,176850,,,London,Battersea,227.0,Clapham,260.0,Battersea,3.0,3.0,3,60,388,1.0
183472-22112023,2023-11-22,2023,21:04:15,21,Special Service,Special Service,Lift Release,Non Residential,Gym ,Correct incident location,UB8 1TD,UB8,100023421904,21402052,E09000017,HILLINGDON,Hillingdon,E05013580,UXBRIDGE,UXBRIDGE,505628.0,183978.0,505650,183950,51.5448303105,-0.4781402086,London,Hillingdon,,,,,1.0,1.0,1,60,388,2.0
026826-23022023,2023-02-23,2023,04:24:11,4,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW10,0,22405860,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013786,SOUTH RICHMOND,SOUTH RICHMOND,,,518550,174950,,,London,Richmond,341.0,Richmond,,,1.0,1.0,1,60,364,1.0
027280-23022023,2023-02-23,2023,21:34:14,21,Special Service,Special Service,Medical Incident,Dwelling,Self contained Sheltered Housing ,Correct incident location,,SW16,0,21900859,E09000022,LAMBETH,Lambeth,E05014116,STREATHAM WELLS,STREATHAM WELLS,,,530350,172250,,,London,West Norwood,407.0,West Norwood,,,1.0,1.0,1,61,370,1.0
134627-03092023,2023-09-03,2023,15:50:09,15,False Alarm,False alarm - Good intent,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,NW8 7EA,NW8,10033621082,8400588,E09000033,WESTMINSTER,Westminster,E05013805,REGENT'S PARK,REGENT'S PARK,527273.0,182670.0,527250,182650,51.5286154059,-0.1666332327,London,Paddington,431.0,Paddington,,,1.0,1.0,1,60,388,1.0
